drug_no,name,source_link,type
VN-11058-10,Panaflex,dav.gov.vn,drug
VN-11058-10,Panaflex cao dán,dav.gov.vn,drug
"VN-5170,5170-08",Pantoloc,dav.gov.vn,drug
VN-5171-08,Pantoloc,dav.gov.vn,drug
VN-5170-08,Pantoloc I.V,dav.gov.vn,drug
"VN-5170,5171-08",Pantoloc thuốc tiêm,dav.gov.vn,drug
VN-5171-08,Pantoloc thuốc viên,dav.gov.vn,drug
VD-14853-11,Pantostad 40,dav.gov.vn,drug
VD-11360-10,Paracetamol Winthrop,dav.gov.vn,drug
VD_ 11360 - 10,Paracetamol Winthrop-500mg,dav.gov.vn,drug
VD- 11360 - 10,Paracetamol Winthrop-500mg,dav.gov.vn,drug
VD-10629-10,Paracold Codein Effervescent,dav.gov.vn,drug
VD-12500-10,Paracold kids,dav.gov.vn,drug
VN-9507-10,Paratriam 200mg Powder,dav.gov.vn,drug
VN-8807-09,Passedyl,dav.gov.vn,drug
VN-8807-09,Passedyl (Mẫu 1),dav.gov.vn,drug
VN-8807-09,Passedyl (Mẫu 2),dav.gov.vn,drug
QLVX-0263-09,Pavivac,dav.gov.vn,drug
VN-6307-08,Pegintron,dav.gov.vn,drug
"VN-8276,8277,8278-09",Pegintron,dav.gov.vn,drug
"VD-13195,13196, 13197-10",Pegnano,dav.gov.vn,drug
VN1-391-10,Pemetrexed disodium for ̃nection,dav.gov.vn,drug
VN-9659-10,Pentasa,dav.gov.vn,drug
VN-7814-09,Pepfiz,dav.gov.vn,drug
VN-4075-07,Pepfiz Effervescent,dav.gov.vn,drug
VN-5572-08,Perigard D,dav.gov.vn,drug
VN-6669-08,Perigard DF,dav.gov.vn,drug
VN-8230-09,Periloz,dav.gov.vn,drug
VN-7314-08,Phamzopic,dav.gov.vn,drug
VN-4559-07,Pharmaclofen,dav.gov.vn,drug
VN - 4557 - 07,Pharmadronate,dav.gov.vn,drug
VN-4557-07,Pharmadronate,dav.gov.vn,drug
VN - 5040 - 07,Pharmapar,dav.gov.vn,drug
VN-9334-09,Pharmapir 25mg,dav.gov.vn,drug
VN-5041-07,Pharmatamide,dav.gov.vn,drug
VN-9467-10,Pharmaton,dav.gov.vn,drug
VN-5025-10,Pharmaton,dav.gov.vn,drug
VN-7479-09,Pharmaton,dav.gov.vn,drug
VN-5025,Pharmaton,dav.gov.vn,drug
VN-9467-10,Pharmaton,dav.gov.vn,drug
VN-5025-10,Pharmaton,dav.gov.vn,drug
VN-9467-10,Pharmaton,dav.gov.vn,drug
VN-9467-10,Pharmaton,dav.gov.vn,drug
VN-5025-10,Pharmaton,dav.gov.vn,drug
VN-9467-10,Pharmaton,dav.gov.vn,drug
VN-5025-10,Pharmaton,dav.gov.vn,drug
VN-9467-10,Pharmaton,dav.gov.vn,drug
VN-7479-09,Pharmaton Fizzi,dav.gov.vn,drug
VN-7479-09,Pharmaton Fizzi,dav.gov.vn,drug
VD-5467-08,Calcium Corbiere,dav.gov.vn,drug
VD-5467-08,Calcium Corbiere (Mẫu 1),dav.gov.vn,drug
VD-9441-09,Calcium Corbiere (Mẫu 1),dav.gov.vn,drug
,Calcium Corbiere (Mộu 1),dav.gov.vn,drug
VD-5467-08,Calcium Corbiere (Mẫu 1),dav.gov.vn,drug
,Calcium Corbiere (Mộu 2),dav.gov.vn,drug
VD-5467-08,Calcium Corbiere (Mẫu 2),dav.gov.vn,drug
VD-9441-09,Calcium Corbiere (Mẫu 2),dav.gov.vn,drug
VD-5467-08,Calcium corbiere (Mẫu 2),dav.gov.vn,drug
VD-5467-08,Calcium Corbiere (Mộu 3),dav.gov.vn,drug
VD-9441-09,Calcium corbiere (Mẫu 3),dav.gov.vn,drug
VD-9441-09,Calcium Corbiere Effervescent (Mẫu 1),dav.gov.vn,drug
VD-9441-09,Calcium Corbiere Effervescent (Mẫu 2),dav.gov.vn,drug
VD-9441-09,Calcium Corbiere S,dav.gov.vn,drug
,Calcium Corbiere S (Mộu 1),dav.gov.vn,drug
VD-9441-09,Calcium Corbiere S (Mẫu 1),dav.gov.vn,drug
VD-9441-09,Calcium Corbiere S (Mẫu 1),dav.gov.vn,drug
,Calcium Corbiere S (Mộu 2),dav.gov.vn,drug
VD-9441-09,Calcium Corbiere S (Mẫu 2),dav.gov.vn,drug
VD-9441-09,Calcium Corbiere S (Mẫu 2),dav.gov.vn,drug
VD-9441-09,Calcium Corbiere S (Mẫu 3),dav.gov.vn,drug
VN-3126-07,Calcium Sandoz,dav.gov.vn,drug
VN-3126-07,Calcium Sandoz 500mg,dav.gov.vn,drug
VD_ 11958- 10; VD- 11959 - 10,"Calcium Vitamin C, PP",dav.gov.vn,drug
VN - 3386 - 07; VN - 2603 - 07,Canesten,dav.gov.vn,drug
,Canesten,dav.gov.vn,drug
VN - 3386 - 07,Canesten,dav.gov.vn,drug
VN - 3386 - 07,Canesten,dav.gov.vn,drug
"VN-11618,11617-10",Carboplatin Sindan,dav.gov.vn,drug
VN-4454-07,Carbosylane,dav.gov.vn,drug
VN-6325-08,Cardiject,dav.gov.vn,drug
VN-8195-09,Carsamin Plus,dav.gov.vn,drug
VN-8195-09,Carsamin Plus,dav.gov.vn,drug
VN-8195-09,Carsamin Plus,dav.gov.vn,drug
VN-8195-09,Carsamin Plus,dav.gov.vn,drug
"VD-12648-10, VD-12647-10","Carsantin 6,25mg & 12,5mg",dav.gov.vn,drug
VN- 7775- 09,Cataflam,dav.gov.vn,drug
VD-5553-08,Cax-KG,dav.gov.vn,drug
VD-8999-09,Cebraton,dav.gov.vn,drug
VD-5700-08,Ceelin,dav.gov.vn,drug
VD-5700-08,Ceelin,dav.gov.vn,drug
VD-5700-08,Ceelin,dav.gov.vn,drug
VD-5700-08,Ceelin,dav.gov.vn,drug
VD-5700-08,Ceelin,dav.gov.vn,drug
VD-5700-08,Ceelin,dav.gov.vn,drug
VN-6950-08,Cefacalotrop,dav.gov.vn,drug
"VN-11053,11054,11055-10",Cefiget,dav.gov.vn,drug
VN-4840-07,Cefotalis,dav.gov.vn,drug
VN-6276-08,Ceftacef,dav.gov.vn,drug
VN-1772-06,Ceftazidime Sodium Inj.,dav.gov.vn,drug
"VD-16896-12, VD-16897-12",Vipimax,dav.gov.vn,drug
VD-15701-11,Virtum,dav.gov.vn,drug
VD-12438-10,"Visulin 0,75g",dav.gov.vn,drug
VD-12439-10,"Visulin 1,5g",dav.gov.vn,drug
VN-9288-09,Vitamin E,dav.gov.vn,drug
VD-10996-10,Vitar Multivitamin,dav.gov.vn,drug
VN-15299-12,Ṿ Hoàng Tĩnh Tâm,dav.gov.vn,drug
VN-15299-12,Ṿ Hoàng Tĩnh Tâm,dav.gov.vn,drug
VN-15299-12,Ṿ Hoàng Tĩnh Tâm,dav.gov.vn,drug
VN-15299-12,Ṿ Hoàng Tĩnh Tâm,dav.gov.vn,drug
VN-15299-12,Ṿ Hoàng Tĩnh Tâm,dav.gov.vn,drug
"VN-13292-11, VN-13293-11",Voltaren ECT,dav.gov.vn,drug
VN-6236-08,Voltaren Emulgel,dav.gov.vn,drug
VN-6236-08,Voltaren Emulgel (mẫu 1),dav.gov.vn,drug
VN-6236-08,Voltaren Emulgel (mẫu 2),dav.gov.vn,drug
VN-6236-08,Voltaren Emulgel (mẫu 3),dav.gov.vn,drug
VN-6236-08,Voltaren Emulgel (mẫu 4),dav.gov.vn,drug
VN-6236-08,Voltaren Emulgel (mẫu 5),dav.gov.vn,drug
VN-6236-08,Voltaren Emulgel (mẫu 6),dav.gov.vn,drug
VN-6236-08,Voltaren Emulgel (mẫu 7),dav.gov.vn,drug
VN-6236-08,Voltaren Emulgel (mẫu 8),dav.gov.vn,drug
VN-6236-08,Voltaren Emulgel (mẫu 9),dav.gov.vn,drug
VN-13291-11,Voltaren INJ 75mg/5ml,dav.gov.vn,drug
VN-11972-11,Voltaren SR 75mg,dav.gov.vn,drug
VN-13697-11,Voltex Kool,dav.gov.vn,drug
VN-5360-10,Voluven,dav.gov.vn,drug
VN - 5360 - 10,Voluven,dav.gov.vn,drug
VN-8433-09,Vomisetron 4ml,dav.gov.vn,drug
VN-9596-10,Winnam injection,dav.gov.vn,drug
VN-13506-11,Xarelto,dav.gov.vn,drug
Vn - 14355 - 11,Xatral XL 10mg,dav.gov.vn,drug
VN - 14355 - 11,Xatral XL 10mg,dav.gov.vn,drug
VN-14355-11,Xatral XL 10mg (Mẫu 1),dav.gov.vn,drug
VN-14355-11,Xatral XL 10mg (Mẫu 2),dav.gov.vn,drug
VN1-604-12,Xeloda,dav.gov.vn,drug
"VNN-486,458-11, -604,605-12",Xeloda,dav.gov.vn,drug
VN-10242-10,Xeloda,dav.gov.vn,drug
"VN-486,458-11, -604,605-12",Xeloda,dav.gov.vn,drug
VN-13375-11,Xorim,dav.gov.vn,drug
"VN-8403-09, VN-8404-09",XyloBalan,dav.gov.vn,drug
VN-8404-09,XyloBalan Nasal Drop,dav.gov.vn,drug
VN-8403-09,XyloBalan Nasal Drop,dav.gov.vn,drug
VN-8403-09,Xylobalan Nasal Drop 0.05%,dav.gov.vn,drug
VN-15729-12,Yaz (mẫu 2 trang),dav.gov.vn,drug
VN-15729-12,Yaz (mẫu 4 trang),dav.gov.vn,drug
VN-5803-08,Youngvit softcapsule,dav.gov.vn,drug
VN-13202-11,Yuhanantiphla Mine s Lotion,dav.gov.vn,drug
VN - 10264 - 10,Zantac Tablets,dav.gov.vn,drug
VN - 10264 - 10,Zantac Tablets,dav.gov.vn,drug
VN-11386-11,Zecuf Herbal Cough lozenges (Herbal flavour),dav.gov.vn,drug
VD-11932-10,Acyclovir Stada cream,dav.gov.vn,drug
QLVX - 0412 - 11,Adacel,dav.gov.vn,drug
"VN-10754, 10755-10",Adalat LA,dav.gov.vn,drug
"VN-10754, 10755-10",Adalat LA,dav.gov.vn,drug
VN-8313-09,Addcef,dav.gov.vn,drug
VN - 10871 - 10,Adiphelin,dav.gov.vn,drug
NC37-H05-13,Agerhinin,dav.gov.vn,drug
NC37-H05-13,Agerhinin,dav.gov.vn,drug
VD-11370-10,Alaxan,dav.gov.vn,drug
VD-1661-06,Albefar,dav.gov.vn,drug
VN-5169-08,Albothyl,dav.gov.vn,drug
VN-5169-08,Albothyl,dav.gov.vn,drug
VD-12644-10,Alenbe 70mg,dav.gov.vn,drug
,Alenfosa,dav.gov.vn,drug
VN-9573-10,Allegro Nasal Spray,dav.gov.vn,drug
VD-11319-10,Allopsel,dav.gov.vn,drug
VD-11319-10,Allopsel (Khổ A4),dav.gov.vn,drug
VD-11319-10,Allopsel (Khổ A5),dav.gov.vn,drug
VD- 13112 - 10,Allopurinol,dav.gov.vn,drug
VD-11301-10,Allopurinol Stada 300mg,dav.gov.vn,drug
VN-5055-07,Alopexy,dav.gov.vn,drug
VN-8867-09,Altraflam,dav.gov.vn,drug
VN-9462-10,Alvesin 10E,dav.gov.vn,drug
VN-10762-10,Alvesin 5E,dav.gov.vn,drug
VN-6298-08,Amaryl,dav.gov.vn,drug
VN-5372-08,Ambacitam,dav.gov.vn,drug
VD-6369-08,Amdiaryl,dav.gov.vn,drug
VD-2485-07,Amdiazid - 80mg,dav.gov.vn,drug
VD- 6812 - 09,Ameflu Day Time,dav.gov.vn,drug
VD- 9459 - 09,Ameflu Day time,dav.gov.vn,drug
VD- 6813 - 09,Ameflu Day Time C,dav.gov.vn,drug
VD- 8683 - 09,Ameflu Expectorant,dav.gov.vn,drug
VD- 8684 - 09,Ameflu Multi -Symptom Relief,dav.gov.vn,drug
VD- 8685- 09,Ameflu Night Time,dav.gov.vn,drug
VD- 6814 - 09,Ameflu Night Time,dav.gov.vn,drug
"QLDB-217-10, QLDB-218-10",Ameprazol,dav.gov.vn,drug
VD-9316-09,Amfapraz 40,dav.gov.vn,drug
VN - 5551 - 08,Aminosteril N-Hepa 8%,dav.gov.vn,drug
VD-15242-11,Amlodipin 5 mg,dav.gov.vn,drug
"VN-9794-10, VN-10465-10",Amlor,dav.gov.vn,drug
"VN-9794-10, VN-10465-10",Amlor,dav.gov.vn,drug
VD-13293-10,Amlyzen,dav.gov.vn,drug
VN - 7003 - 08; VN - 7072 - 08,Amnorpyn,dav.gov.vn,drug
VD-12652-10,Amnose,dav.gov.vn,drug
VD-10113-10,Amphacef,dav.gov.vn,drug
VN-6722-08,Ampholip,dav.gov.vn,drug
VN-13035-11,An cung ngưu hoàng hoàn,dav.gov.vn,drug
VN-13035,An cung ngưu hoàng hoàn,dav.gov.vn,drug
VN-11453-10,An cung ngưu hoàng hoàn,dav.gov.vn,drug
VN-10650-10,An cung Ngưu hoang hoàn,dav.gov.vn,drug
V522-H12-10,Thuốc tr̃ mồ hôi trộm Đức Th̃nh,dav.gov.vn,drug
"VD-5457-08, VD-11639-10",Thuốc tr̃ sỏi thận Kim Tỉn Thảo,dav.gov.vn,drug
VD-14564-11,Thyrostad 100,dav.gov.vn,drug
VN  - 9757 - 10,Thyrozol,dav.gov.vn,drug
VN - 15090 - 12,Thyrozol,dav.gov.vn,drug
VD-16637-12,Tibefer,dav.gov.vn,drug
VN-13275-11,Tienam,dav.gov.vn,drug
VN-13275-11,Tienam,dav.gov.vn,drug
VD-16401-12,Tieukhatling caps,dav.gov.vn,drug
VD-15303-11,Tiffy,dav.gov.vn,drug
VD-10661-10/10662-10,Timoeye 0.25%/0.5%,dav.gov.vn,drug
V1445-H12-10,Tùng Lộc Bảo Chi Đan,dav.gov.vn,drug
V1446-H12-10,Tùng Lộc Bổ Thận Hoàn,dav.gov.vn,drug
V1615-H12-10,Tùng Lộc Chỉ Tả,dav.gov.vn,drug
V1447-H12-10,Tùng Lộc Thanh Nhiệt Tán,dav.gov.vn,drug
VD-7782-09,Tinh nghệ Bảo phụ khang,dav.gov.vn,drug
VD-8542-09,Tiodase,dav.gov.vn,drug
VN-14083-11,Tobti Mint,dav.gov.vn,drug
VN-14082-11,Tobti Orange,dav.gov.vn,drug
VN - 12528 - 11,Tocopin Thuốc tiêm,dav.gov.vn,drug
,Topamax,dav.gov.vn,drug
VN - 12513- 11,Topamax,dav.gov.vn,drug
VN-9421-09,Topcef-200,dav.gov.vn,drug
VD-7286-09,Toversin 4 mg,dav.gov.vn,drug
GC-0166-11,TPBacxime,dav.gov.vn,drug
GC-0167-11,TPBacxone,dav.gov.vn,drug
VD- 16152 - 11,Tramagesic,dav.gov.vn,drug
VD- 16152 - 11,Tramagesic,dav.gov.vn,drug
VD- 16152 - 11,Tramasegic,dav.gov.vn,drug
VN - 15190 - 12,Travatan,dav.gov.vn,drug
VD-10501-10,Travicol effer,dav.gov.vn,drug
VD-10502-10,Travicol effer kids,dav.gov.vn,drug
VN-7827-09,Triatec (mẫu 1),dav.gov.vn,drug
VN-7827-09,Triatec (mẫu 2),dav.gov.vn,drug
VD-15836-11,Trikazim,dav.gov.vn,drug
VN-15563-12,Trileptal,dav.gov.vn,drug
VN - 4059 - 07,Trileptal,dav.gov.vn,drug
VD-12458-10,Tuzamin-F,dav.gov.vn,drug
VD-12458-10,Tuzamin-F,dav.gov.vn,drug
VN1 - 620 - 12,Twynsta,dav.gov.vn,drug
,Twynsta,dav.gov.vn,drug
VN-13737-11,Tylenol 8 Hour,dav.gov.vn,drug
VN-13737-11,Tylenol 8 Hour,dav.gov.vn,drug
Vn - 10316 - 10,Tylenol with codeine 15mg,dav.gov.vn,drug
Vn - 6196 - 08,Ultracet,dav.gov.vn,drug
VN - 6196 - 08,Ultracet,dav.gov.vn,drug
VD-13017-10,Uniferon B9-B12,dav.gov.vn,drug
VD- 13572 - 10,Univixin,dav.gov.vn,drug
VN-14559-12,UPSA-C,dav.gov.vn,drug
VN-14559-12,UPSA-C,dav.gov.vn,drug
VN-14559-12,UPSA-C,dav.gov.vn,drug
VN-14559-12,UPSA-C,dav.gov.vn,drug
VN-14559-12,UPSA-C,dav.gov.vn,drug
VN-14559-12,UPSA-C (mẫu 15s),dav.gov.vn,drug
VN-14559-12,UpSA-C (mẫu 30s),dav.gov.vn,drug
VD- 14100 - 11,V. Rohto Cool,dav.gov.vn,drug
VD- 14101 - 11,V. Rohto Lycee,dav.gov.vn,drug
VD- 14101 - 11,V.Rohto LycĐe,dav.gov.vn,drug
VD- 14101 - 11,V.Rohto LycĐe,dav.gov.vn,drug
VD- 14101 - 11,V.Rohto Lycee,dav.gov.vn,drug
VD- 14101 - 11,V.Rohto Lycee,dav.gov.vn,drug
VD - 14101 - 11,V.Rohto lycee,dav.gov.vn,drug
VN-10148-10,Vân Nam Bạch Dược,dav.gov.vn,drug
VN-10148-10,Vân Nam Bạch Dược,dav.gov.vn,drug
VN-10148-10,Vân nam bạch dược (mẫu 15s),dav.gov.vn,drug
VN-10148-10,Vân nam bạch dược (mẫu 30s),dav.gov.vn,drug
VD- 14016-11,Valsartan Stada 80 mg,dav.gov.vn,drug
"VN-10188-10, VN-10187-10",Vancorin injection,dav.gov.vn,drug
QLVX-0595-12,Varilrix,dav.gov.vn,drug
,Varocomin,dav.gov.vn,drug
VN-12515-11,Velcade 1 mg,dav.gov.vn,drug
VN-8765-09,Velcade 1mg,dav.gov.vn,drug
VN-12515-11,"Velcade 3,5mg",dav.gov.vn,drug
VN-8765-09,"Velcade 3,5mg",dav.gov.vn,drug
VN-14566-12,Venosan,dav.gov.vn,drug
VN - 7689 - 09,Ventolin Inhaler,dav.gov.vn,drug
Vn - 10266 - 10,Ventolin syrup,dav.gov.vn,drug
VD-16477-12,VG-5,dav.gov.vn,drug
VD-16477-12,VG-5 (mẫu 1),dav.gov.vn,drug
VD-16477-12,VG-5 (mẫu 2),dav.gov.vn,drug
"VN-7312, 7311-08",Viagra,dav.gov.vn,drug
VD-15248-11,Viên an thần,dav.gov.vn,drug
VD-16698-12,Viên Bổ mắt,dav.gov.vn,drug
VD-16403-12,Viên hộ tâm Cordata,dav.gov.vn,drug
V1001-H12-10,Viên nang Bổ Trung Ưch KhƯ,dav.gov.vn,drug
VD- 16021 - 11,Viên nang Canhkimol,dav.gov.vn,drug
VD-16699-12,Viên nang Cửu tử bổ thận,dav.gov.vn,drug
VN - 12128 - 11,Viên nang Dent.F,dav.gov.vn,drug
V934-H12-10,Viên nang Kim Tỉn Thảo,dav.gov.vn,drug
V935-H12-10,Viên nang Linh Chi,dav.gov.vn,drug
VN-14329-11,Viên nĐn Varosc,dav.gov.vn,drug
VD-15248-11,Viên Sỏi Thận,dav.gov.vn,drug
VN-14129-11,Viansone,dav.gov.vn,drug
VN-14800-12,Viartril-S,dav.gov.vn,drug
"VN-14801-12, VN-14800-12",Viartril-S,dav.gov.vn,drug
VD-7401-09,Vimaxx,dav.gov.vn,drug
VD-10524-10,Vinrovit 5000,dav.gov.vn,drug
VD-13011-10,Vinsalmol,dav.gov.vn,drug
VD-5540-08,Vintanil,dav.gov.vn,drug
VD-16310-12,Vinthene,dav.gov.vn,drug
VN-12602-11,Tazocin,dav.gov.vn,drug
VN-4836-07,Tebonin,dav.gov.vn,drug
VN-9042-09,Tecristin 300mg,dav.gov.vn,drug
VN-7767-09,Tegretol 200,dav.gov.vn,drug
VN-8245-09,Tegretol CR 200,dav.gov.vn,drug
"VN-10258,10259-10",Telart,dav.gov.vn,drug
VN-12649-11,Telfast HD,dav.gov.vn,drug
VN-12649-11,Telfast HD,dav.gov.vn,drug
VN-12649-11,Telfast HD (mẫu 1),dav.gov.vn,drug
VN-12649-11,Telfast HD (mẫu 2),dav.gov.vn,drug
VN-12649-11,Telfast HD (mẫu 3),dav.gov.vn,drug
VN-12649-11,Telfast HD (mẫu 4),dav.gov.vn,drug
VN-5347-08,Tempovate Cream,dav.gov.vn,drug
VN-5348-08,Temprosone Cream,dav.gov.vn,drug
VN-7859-09,Termarol,dav.gov.vn,drug
VN-11491-10,Testosterone Enanthate Injection 250mg/ml,dav.gov.vn,drug
VN-6922-08,Tetraspan 6% hoặc 10%,dav.gov.vn,drug
VN-8499-09,Tevaformin,dav.gov.vn,drug
VN-10010-10,Tevalis,dav.gov.vn,drug
V86-H12-13,Thông xoang Nam Dược,dav.gov.vn,drug
V87-H12-13,Thông xoang Nam Dược,dav.gov.vn,drug
V87-H12-13,Thông xoang Nam Dược,dav.gov.vn,drug
V87-H12-13,Thông xoang tán Nam Dược,dav.gov.vn,drug
V87-H12-13,Thông xoang tán Nam Dược,dav.gov.vn,drug
V87-H12-13,Thông xoang tán Nam Dược,dav.gov.vn,drug
V87-H12-13,Thông xoang tán Nam Dược,dav.gov.vn,drug
V87-H12-13,Thông xoang tán Nam Dược,dav.gov.vn,drug
V87-H12-13,Thông xoang tán Nam Dược,dav.gov.vn,drug
V87-H12-13,Thông xoang tán Nam Dược (mẫu 10s),dav.gov.vn,drug
V 1126 - H12 - 10,Thiên Môn bổ phổi,dav.gov.vn,drug
VN-13427-11,Thiogama 600 Injekt,dav.gov.vn,drug
VN-12729-11,Thiogama 600 oral,dav.gov.vn,drug
VN - 13427 - 11,Thiogamma 600 Injekt,dav.gov.vn,drug
Vn - 12729 - 11,Thiogamma 600 Oral,dav.gov.vn,drug
VN-5378-10,Thuốc bột Candid,dav.gov.vn,drug
V1212-H12-10,Thuốc cam hàng bạc Tùng Lộc,dav.gov.vn,drug
V703-H12-10,Thuốc hen P/H,dav.gov.vn,drug
V426-H12-10,Thuốc ho Đức Th̃nh,dav.gov.vn,drug
V1390-H12-10,Thuốc ho Bảo Thanh,dav.gov.vn,drug
V1390-H12-10,Thuốc ho Bảo Thanh,dav.gov.vn,drug
VD-9939-10,Thuốc Ho Hen PQA,dav.gov.vn,drug
VN-13827-11,Thuốc tiêm (bột pha tiêm) Peritamzon 1g,dav.gov.vn,drug
VN-13827-11,Thuốc tiêm (bột pha tiêm) PERITAMZON 1g,dav.gov.vn,drug
VN-13828-11,Thuốc tiêm Forpin 1g,dav.gov.vn,drug
"VN-14416-11, VN-14417-11, VN-14418-11",Thuốc tiêm Sufentanil citrate,dav.gov.vn,drug
VD-6807-09,Thuốc trợ tim Cortonyl,dav.gov.vn,drug
VD-6807-09,Thuốc trợ tim Cortonyl,dav.gov.vn,drug
V1052-H12-10,Thuốc tr̃ đái dầm Đức Th̃nh,dav.gov.vn,drug
V1052-H12-10,Thuốc tr̃ đái dầm Đức Th̃nh,dav.gov.vn,drug
V522-H12-10,Thuốc tr̃ mồ hôi trộm Đức Th̃nh,dav.gov.vn,drug
VN-7335-08,Strepsils Cool,dav.gov.vn,drug
VN-7335-08,Strepsils Cool,dav.gov.vn,drug
VN-7335-08,Strepsils Cool,dav.gov.vn,drug
VN-5516-08,Strepsils Orange with Vitamin C,dav.gov.vn,drug
VN-5516-08,Strepsils Orange with Vitamin C,dav.gov.vn,drug
VN-5516-08,Strepsils Orange with Vitamin C (mẫu 15s),dav.gov.vn,drug
VN-5516-08,Strepsils Orange with Vitamin C (mẫu 30s),dav.gov.vn,drug
VN-5515-08,Strepsils Original,dav.gov.vn,drug
VN-5515-08,Strepsils Original,dav.gov.vn,drug
VN-5515-08,Strepsils Original,dav.gov.vn,drug
VN-5515-08,Strepsils Original (15s),dav.gov.vn,drug
VN-5515-08,Strepsils Original (30s),dav.gov.vn,drug
VN-4910-07,Strepsils Soothing Honey & Lemon,dav.gov.vn,drug
VN-4910-07,"Strepsils Soothing Honey and Lemon (Mẫu 15"")",dav.gov.vn,drug
VN-4910-07,"Strepsils Soothing Honey and Lemon (Mẫu 30"")",dav.gov.vn,drug
VN-13888-11,Stresam,dav.gov.vn,drug
VN-13888-11,Stresam,dav.gov.vn,drug
VN-14218-11,Stugeron,dav.gov.vn,drug
VN-14218-11,Stugeron,dav.gov.vn,drug
VN-12000-11,Sulpide capsule,dav.gov.vn,drug
VN-14313-11,Sumamigren 50,dav.gov.vn,drug
VN-7366-08,Sunirovel,dav.gov.vn,drug
VN-4632-07,Sunirovel H,dav.gov.vn,drug
VD-8971-09,Suzympaine,dav.gov.vn,drug
V106-H12-13,Sylgan-S,dav.gov.vn,drug
VN-12852-11,Symbicort Turbuhaler,dav.gov.vn,drug
VN-12852-11,Symbicort Turbuhaler,dav.gov.vn,drug
VN-12858-11,Symbicort Turbuhaler,dav.gov.vn,drug
VN-12852-11,Symbicort Turbuhaler,dav.gov.vn,drug
VN-4956-10,Systane Ultra,dav.gov.vn,drug
V16-H12-13,Tây Thi,dav.gov.vn,drug
Vn - 7858- 09,Tadimax,dav.gov.vn,drug
VN-5825-08,Talimus 0.1&0.03%,dav.gov.vn,drug
VN-13533-11,Talispenem,dav.gov.vn,drug
VD-12681-10,Tan chao khun,dav.gov.vn,drug
"VN-13231,13230-11",Tanatril,dav.gov.vn,drug
VN-13231-11,Tanatril,dav.gov.vn,drug
VD- 12681 - 10,Tanchaokhun,dav.gov.vn,drug
"VN-14955-12, VN-14956-12",Tapocin Injection,dav.gov.vn,drug
"VN-14071-11, VN-14072-11",Tarden,dav.gov.vn,drug
VD-14266-11,Tarnir,dav.gov.vn,drug
VN1-594-11,Tasigna 200mg,dav.gov.vn,drug
VN1-594-11,Tasigna 200mg,dav.gov.vn,drug
VD-14818-11,Tatanol Flu,dav.gov.vn,drug
VN-11312-10,Tavanic (Mẫu 1),dav.gov.vn,drug
VN-11312-10,Tavanic (Mẫu 2),dav.gov.vn,drug
VN-11312-10,Tavanic (Mẫu 3),dav.gov.vn,drug
VN-11312-10,Tavanic (Mẫu 4),dav.gov.vn,drug
VN-13434-11,Taviha injection,dav.gov.vn,drug
VN-7431-09,Tazasone Forte,dav.gov.vn,drug
VD-7195-09,Atussin,dav.gov.vn,drug
VD-7195-09,Atussin,dav.gov.vn,drug
VN-7195-09,Atussin,dav.gov.vn,drug
VD-9907-09,Atussin Siro ho,dav.gov.vn,drug
VD-9907-09,Atussin Siro ho,dav.gov.vn,drug
VN-9907-09,Atussin Ssiro ho,dav.gov.vn,drug
VD-9907-09,Atussin Syro ho,dav.gov.vn,drug
VD-10979-10,Augbidil,dav.gov.vn,drug
VN-11057-10,Augmentin 1g & 625mg,dav.gov.vn,drug
VN-5377-10,Augmentin1g & 625mg,dav.gov.vn,drug
"VD-11836,11837,12496-10",Aumakin,dav.gov.vn,drug
VN-12297-11,Auspril,dav.gov.vn,drug
VD-9297-09,Auvinat,dav.gov.vn,drug
VN-12459-11,Avamys,dav.gov.vn,drug
VN-6927-08,Avelox,dav.gov.vn,drug
"VN-9005-09, VN-6927-08",Avelox,dav.gov.vn,drug
VN-9005-09,Avelox,dav.gov.vn,drug
"VN-9005-09, VN-6927-08",Avelox,dav.gov.vn,drug
VN-9005-09,Avelox,dav.gov.vn,drug
VN - 9226 - 09,Avodart,dav.gov.vn,drug
VN-11079-10,Azein,dav.gov.vn,drug
VN-3549-07,Azitromicina Azitrix 500mg,dav.gov.vn,drug
,Aztor,dav.gov.vn,drug
,Aztor,dav.gov.vn,drug
GC-0071-08,B.A.R,dav.gov.vn,drug
VD-5707-08,Bài Thạch,dav.gov.vn,drug
VD-5835-08,Bạch Hổ Hoạt Lạc Cao,dav.gov.vn,drug
VN-12464-11,Bactroban,dav.gov.vn,drug
V1093 - H12 - 10,Bổ gan P/H,dav.gov.vn,drug
VD-6245-08,Bổ gan tiêu độc Livsin 94,dav.gov.vn,drug
VD-6245-08,Bổ gan tiêu độc Livsin 94,dav.gov.vn,drug
V1086-H12,Bổ thận thủy TW 3,dav.gov.vn,drug
V1086-H12,Bổ thận thủy TW3,dav.gov.vn,drug
VNB-4150-05,Bổ tỳ dứng cốt Thái dương,dav.gov.vn,drug
V11-H12-13,Bổ Tỳ Dứng Cốt Thái Dương,dav.gov.vn,drug
VN - 10082 - 10,Bamifen,dav.gov.vn,drug
VN-13268-11,Barole,dav.gov.vn,drug
VD-9342-09,BDF Omega-3,dav.gov.vn,drug
VN-8504-09,BeeCetrax,dav.gov.vn,drug
VN-6973-08,Beejetil,dav.gov.vn,drug
